number,value,state,params_batch_size,params_beta1_d,params_beta1_g,params_beta2_d,params_beta2_g,params_lr_d,params_lr_g,params_optimizer_d,params_optimizer_g
16,345.1549480106903,COMPLETE,128,0.38486807164955766,0.0027199175634044447,0.9968383220942552,0.5753672020519993,0.005374772497144107,0.004710928315780377,sgd,adam
17,186.60607673084917,COMPLETE,32,0.5806416054471408,0.3225200484566002,0.8373365581602836,0.6040460220132945,0.007064592488736956,0.006737271221391716,sgd,adam
18,161.72648882530794,COMPLETE,32,0.29110742532738254,0.1433679511713863,0.9194734718056031,0.7653202116250487,0.008281017319223467,0.007850489456705412,sgd,adam
19,269.8090582928846,COMPLETE,32,0.22804304193956737,0.14720215580106538,0.7788295538753393,0.793499213288578,0.008925368057717282,0.007984731096769063,sgd,adam
20,269.6123680514738,COMPLETE,128,0.11447356206736042,0.35924739863343214,0.9366508148035909,0.6950158136146293,0.004776338708282993,0.00812881085461067,sgd,adam
21,205.74138647459205,COMPLETE,32,0.2717864873113338,0.13753740688913285,0.8903987833286183,0.6819804770839525,0.008270718495949328,0.006116465890520863,sgd,adam
22,177.61385625316964,COMPLETE,32,0.3999356416114913,0.00016158827549464516,0.9268339608975307,0.7689137962200898,0.006520273315674417,0.007652735678908379,sgd,adam
23,198.1322034108211,COMPLETE,32,0.3455281513085487,0.14047227032752704,0.8611436877613979,0.5691744049983752,0.008745050085716825,0.004241277086092483,sgd,adam
24,123.71413102919311,COMPLETE,32,0.5552849430291271,0.08743373000035695,0.9989236086291503,0.7628580245627437,0.005286815282503401,0.0014484950052927673,sgd,adam
25,80.47148854516013,COMPLETE,32,0.5517123298365769,0.23234706831681237,0.9724525603850757,0.7691974519438021,0.004901330488141746,0.0012934194678569273,sgd,adam
26,75.08774284692797,COMPLETE,32,0.5991842010153972,0.23847184431403695,0.9681885898530007,0.7416424214703424,0.00511704506465208,0.0012923484819597503,sgd,adam
27,393.69980047859514,COMPLETE,128,0.683253230550623,0.25184125673126995,0.627938542036098,0.7041987652726868,0.0044373873555271955,1.8106507978062764e-05,sgd,adam
28,385.97873550994325,COMPLETE,32,0.9255023170783268,0.4388596428277456,0.9603615773416969,0.8550106056480221,0.005643837872523473,0.0008874058309660511,sgd,adam
29,481.7058362540219,COMPLETE,32,0.6917735737699302,0.33150617797368964,0.5072336903201458,0.9877344635300966,0.004267230610610128,0.0009564155995429447,adam,adam
30,106.85137740097059,COMPLETE,32,0.5244701098005539,0.5601776290092495,0.9653223142608649,0.6735589316029911,0.0022255026581476526,0.0017167444096475907,sgd,adam
31,75.0133487205728,COMPLETE,32,0.5269060098853122,0.5367025405519669,0.9645470646428935,0.7312294705940025,0.0024437755606872545,0.0015847305637836295,sgd,adam
32,160.61415142627428,COMPLETE,32,0.6478287523452956,0.5600317384984805,0.9623373432904874,0.7327523865832345,0.0002080203397910054,0.002394719519004858,sgd,adam
33,86.88360057301088,COMPLETE,32,0.43351300319649927,0.5085524167015602,0.841071053854515,0.7802217117643896,0.002861166523356562,0.0006247530240190018,sgd,adam
34,89.52904004149474,COMPLETE,32,0.7800052160067678,0.5293397245681235,0.8470538850918841,0.7979892519992033,0.002973402190713301,0.0030682558640174914,sgd,adam
35,422.97172289371593,COMPLETE,128,0.45406210670697644,0.4732296766654429,0.8125274721579903,0.8999040595485361,0.0023362854114057463,0.002405483025462564,adam,adam
36,235.04856726295213,COMPLETE,32,0.7762615505223015,0.7810131890736189,0.7690321036799549,0.8309623240988403,0.0038488664458317893,0.0014345334227634033,sgd,sgd
37,249.90034106724107,COMPLETE,32,0.6255106242545206,0.6177819393767385,0.6264265744558107,0.7804320480051007,0.0012450158695743307,0.0035478842606924657,adam,adam
38,159.3713369532463,COMPLETE,64,0.5039831999262764,0.38307839856188713,0.9192192452908577,0.7432712293479011,0.002770374787467177,0.0007878196228991043,sgd,adam
39,381.28602597304257,COMPLETE,32,0.43246901125380294,0.21034696428921795,0.9056323514210658,0.8275708600164386,0.0017022081015534668,0.0021616543449199427,adam,sgd
40,259.1816948165057,COMPLETE,128,0.5388140538630758,0.47250991333968606,0.9466203740929284,0.902596289770764,0.0033195920077592833,0.002780126326581119,sgd,adam
41,96.05660447465077,COMPLETE,32,0.7776833792781744,0.5620000192879463,0.8458470244776596,0.7990745767842888,0.002818535533536432,0.0029493071415369566,sgd,adam
42,326.82375883249586,COMPLETE,32,0.8110250010174489,0.5247286039590264,0.7455254078973031,0.7371415501485636,0.0039783078394553814,0.0012940338580450974,sgd,adam
43,,RUNNING,32,0.9541894088431189,0.6236481039176697,0.7848669166853941,0.8500059894683583,0.004689618470163452,0.00043127822290974025,sgd,adam
44,249.00713436791352,COMPLETE,32,0.8393753736956324,0.6231505112931044,0.8584921660024528,0.8072715832253566,0.0048317374064324676,0.0003607661913221777,sgd,adam
45,259.5255539714763,COMPLETE,64,0.9851164478856336,0.6792165470872322,0.8313328379729951,0.7517863087829706,0.0008739427927650107,0.0019078621467494214,sgd,adam
46,143.24196384308755,COMPLETE,32,0.48565826147249247,0.743681102949857,0.7949697959202089,0.8513279724865014,0.0034280504212610315,0.0033228700385217825,sgd,sgd
47,130.7649369465273,COMPLETE,32,0.7340632988090847,0.2884080220015812,0.9760070041873369,0.7192364732073167,0.002903689984203972,0.0011314962721769596,sgd,adam
48,192.8803453456828,COMPLETE,32,0.6225795845269909,0.5114121039610868,0.8808759994491862,0.777723410031019,0.0019910447808756658,0.0005365399799609634,adam,adam
49,131.22191700694026,COMPLETE,64,0.4213499316053109,0.41826818704112056,0.9444407524561764,0.6636649484944668,0.002562341622947754,0.002741100646715096,sgd,adam
50,175.60702797752214,COMPLETE,32,0.726682688123979,0.5943473162237324,0.9118369737599108,0.8805194723130731,0.0035482504832435786,0.0038226916103572157,sgd,sgd
51,106.96760016833015,COMPLETE,32,0.5671421545430984,0.23764073440484523,0.9794683023866322,0.810081015537842,0.004310767105757193,0.001703805862968397,sgd,adam
52,300.7712938600998,COMPLETE,32,0.9058992947088285,0.5467413995909808,0.8530342487835259,0.7961407499916096,0.0030433609568257585,0.0021957733409202753,sgd,adam
53,179.59278466916916,COMPLETE,32,0.7781335163888612,0.474071340855885,0.8429233735141757,0.7889661576584277,0.0015981448268539756,0.0029708957474776183,sgd,adam
54,148.96711338255662,COMPLETE,32,0.6539949249081142,0.5870826134570828,0.8194263533789702,0.7144664245626816,0.005583007247986539,0.00047010982495658093,sgd,adam
55,153.61166107803763,COMPLETE,32,0.733122248486087,0.6618997118495719,0.7480089637798207,0.827336926214033,0.002604912878978851,0.004077959900097407,sgd,adam
56,132.7299138951422,COMPLETE,32,0.4711932790815111,0.3994572256958611,0.779431483001159,0.7541113681580294,0.001202928964520305,0.0015734498353745215,sgd,adam
57,162.78181379914918,COMPLETE,32,0.5863919832909061,0.18356372754662562,0.6717473534178059,0.8474232344874123,0.005876298974461743,0.0025003715553868393,sgd,adam
58,95.01863234276695,COMPLETE,32,0.38608930044710255,0.7182430309025398,0.8726094094028886,0.6249716953947788,0.00189467675742891,0.0020121769988473677,sgd,adam
59,384.6884769786085,COMPLETE,64,0.38386244566378,0.7282174245555255,0.8701655900644492,0.6218499040263681,9.700383328559549e-05,0.0020007965688222107,sgd,adam
